movie,sentence,score
이터널스,내가 태어난 이유와 살아가는 이유 또 죽어야 하는 이유를 알려줘서 고마워♥ ,10
변호인,"오래도록 기억하고 꼭 봐야하는 영화!다시봐도 가슴아프고 속상하네요,,, ",10
장르만 로맨스,이런 쓰레기 영화는 왜 개봉까지 하나요다시는 여성감독영화는 안보겠습니다 ,1
걸캅스,한마디로 판타지영화. 현실은 시민이 목에 칼맞는 현장에서 36계 줄행랑 치는 여경. ,2
세븐,평점 10점도 모자란 영화임. 인생 최고의 영화 ,10
싱크홀,"웃기지도 않고, 지루하고, 시간 아까운 영화. '선생김봉두'를 한번 더 볼걸. CG는 엉망이고, 싱크홀에 빠져 흙에 덮히는데, 그 흙이 '분갈이 흙'이라는데  다시 한번 놀라움. ",1
은밀하게 위대하게,"웹툰 안봐서 원작 모름, 특정 배우 팬도 아님.웰메이드는 아니지만 나름 재밌게 봄.1. 다리 구멍 나서 자기 앞으로 황태오 옮겨달라던 리해랑이 갑자기 일어서서 수류탄 들고 있던 손현주한테 달려든건 납득불가.2. 리해랑 부하 동생 관련 3분 정도 씬 있으면 좋았을텐데 그저 대사만으로 전개해서 소설 읽어주는 느낌. 원작을 모르는 사람으로서 뜬금없이 오랜만이라고 죽일 듯 하더니 동생 살려줘서 고맙다고 총 대신 맞는 것도 납득불가.3. 부상 당해서 거동도 힘들고 살고 싶다고 하는 원류환에게 구조물이 많아 5층 이상 높이에서 뛰어내리면 도망칠만하다고 하고, 트롤짓해서 총 맞고 원류환과 죽는건 막장 전개 같음.4. 죽은게 당연하다고 생각되는 원류환을 마지막에 마치 살아있는 듯이 연출한건 열린결말인지 후속작을 노린건지 모르겠는데 찝찝한 여운만 남겨서 뒷맛이 깔끔하지 못했음.이해 안되는 연출. 시나리오가 많았으나 재미없진 않음 ",8
플라이 대디,아빠를 로망 ,8
007 노 타임 투 다이,이왕 크레이그 형 퇴장이라면 해피엔딩으로 끝내시지... 오락성은 괜춘 ,7
후회하지 않아,이 영화를 본 걸 후회하지 않아 ,8
디어 에반 핸슨,"앞에 반은 졸음, 남주가 너무 못생기고, 학생 역인데 늙어 몰입 안됨. 지루하고, 고구마 같은 답답함 ",6
듄,이거 제발 보세요 ㅠㅠ 진심 너무 재밌어요.... ,10
버닝,고급재료로 만든 요리 결국 똥촬영에 많은 공의 흔적이 보이는데 참 이렇게 못만들수있군 유아인은 다 좋은데 대사 전달력이 가끔 아쉬움 ,1
차이나타운,뭔내용인지모르갯음재미업음 ,1
서양골동양과자점 앤티크,"주지훈, 김재욱, 유아인, 여진구 꽃미남 종합선물세트 ",8
랑종,답답그자체 억지 연출  밍 선 씨게 넘네 강아지는 왜 건들여... 공포영화에서 만만한게 강아지지 ㅠㅠ ,7
듄,"눈과 귀를 사로잡는 웅장함, 흡입력 있는 스토리 ",9
싱크홀,?.. 존잼 이 노잼 세상에서 오랜만에 실컷웃음 이 영화를 보는 2시간 동안 행복했음 ,10
샹치와 텐 링즈의 전설,다들 알바인가? 개연성이라곤 1도 없음 ,1
무수단,이건 혼자보면 욕나오고 싫은놈들에게 강추해서 시간낭비용이지 ,10
무게,예술병 걸린 감독이 만든 그냥 쓰레기... ,2
싱크홀,와..대박..미쳤네..뭐지... ,1
이터널스,오랜만에 멋지고 시원한 영화네요!추천 합니다♡♡♡ ,10
휴가,좋은 영화 입니다! 더많은 관객이 봤다면 좋았을 영화! ,10
인질,황정민이 감독에게 인질로 잡혀서 영화를 찍은 듯...2021년도에 이런 영화가 나온다는게...믿기지가 않음. ,2
블랙 위도우,블랙 위도우 떠나보내기 너무 아쉽다 ,6
장르만 로맨스,왜 이렇게 연출을 하셨는지 모르겠지만.. 정신이 없네요.. ,2
콰이어트 플레이스 2,1편만 못하지만 꽤 괜찮았음 ,6
이도공간,장국영만 남은 영화.. ,4
랑종,노이랑 퐁 애미 너무 고구마 캐릭 아니냐?적당히를 모르네 감독이.  영화를 개뻔하게 만드는 고구마캐릭 두명때문에 1점 준다 ,1
이터널스,히로시마는 좀 아니지 않냐? 아무리 나이브한 태도로 넣었다고해도... ,1
바람,다시봐도 명작입니다아버지 사랑합니다 ,10
괴짜들의 로맨스,괴짜들이라고 해서 오바스러울것 같았는데 진지한 사랑이야기 였다. ,7
피닉스,잊을 수 없는 엔딩.. ,9
이터널스,믿고보는마블~역쉬짱입니다!! ,10
싱크홀,요즘같은 때에 모두에게 웃음과 희망을 주려는 감독과 배우들의 마음이 느껴져서 저는 별 백개 주고싶어요.. 눈물포인트도 있었고.. 천정부지로 솟는 집값에 코로나에 요 근래 웃을 날 없는 청춘들에 힘내자고 말하는 것 같아서.. 마지막 엔딩곡까지 가슴에 사무칩니다. 작품성 수익성 따지기에 앞서 시기적으로 이보다 더 울림이 있는 영화는 없었네요 제겐. 너무 감사해요. ,10
이터널스,일본 특촬물 느낌의 영화 그러나 나의 최향저격 b급감성의 유머.스토리. 그런데 왜 난 좋지 ㅎ ,9
장르만 로맨스,코미디 오락영화라고 하기엔 뭔가 애매하고 그렇다고 관계에 대해서 메세지를 전달하고자 하는거 같은데 그것도 애매하고동성애 감성은 뭐 시대를 반영하고 싶었나요 차라리 사춘기 남자아이의 감정선은 공감이라도 됐고 친구와 전부인과의 관계는 차라리 재미라도 있었지 대체 동성애는 왜 넣은건지 이해가 전혀 안되네요심지어 류승룡이라는 배우를 이런식으로 소모를 한다? 그냥 포스터처럼 아예 오락영화로 만드는게 훨씬 나았겠네요. 그런면에서 극한직업은 최고의 영화였다고 생각합니다.영화제목을 장르만 코미디라고 하시지 그랬어요vip포인트로 봐서 다행이었다는 생각이 든 건 이번이 처음이네요.돈 주고 이걸 본다? 당신의 2시간을 돈 내고 버리는 유쾌한 경험을 하게 되실겁니다 ,2
낙원의 밤,느와르 장르 좋아하는데 너무 재미있게 봤습니다 ,10
싱크홀,재미 빵점 감동 빵점 인간적으로 슬픈 장면에서 배우들의 표정이 찡그리고만 있지 눈물은 한번인가 나옵니다보는 내내 저 배우들의 연기력이 문제인지 감독의 디렉팅이 문제인지 계속 고민했숩니다. ,1
듄,클라멘타인의 뒤를 잇는 역작.. ,10
강릉,간만에 재미있는영화를봤습니다! ,10
듄,보는 내내 죽는 줄 알았다.. ,2
프렌치 디스패치,그 어느 전작보다 웨스 앤더슨 본인의 취향이 가득 담겨있는 영화 같다 ,7
장르만 로맨스,유쾌상쾌통쾌 킬링타임  시간가는줄모르고 재밌게봤어요간만에 볼만한 영화 내돈주고봄 ,7
퍼스트 카우,이런 영화를 극장에서 볼 수 있어 행복했음.. ,10
듄,난 솔직히 말하면 잤음 ㅋㅋ 내스타일 아닌것같음 근데 같이갔던 친구들은 재밌다고하네요 ,10
괴짜들의 로맨스,스토리가 얼마 없고 재미도 없어요 그냥 100분짜리 뮤비에 나오는 연기 보는 느낌입니다 ,2
싱크홀,차승원 웃겨서 잼있ㅋㅋㅋ 아이는 냅두지 ㅡ.ㅡ 혼자 두지 말라는 건가? ,8
듄,영화보다가 잠들고 눈을 떴는데 영화내용이 잠들 전과 비슷한 상황이라서 20분 가량 더 보다가 나와버림 ,1
마녀,너무 잼있게 봐서 티비에서 할때마다 보는 영화 ,10
장르만 로맨스,진짜 영화 별로예요.스토리도 연출도 마지막 음악도 비추예요.스토리 억지스러움. ,2
강릉,얕은 그릇에 차고 넘칠 파토스. ,4
싱크홀,별 생각 없이 킬링 타임으로 봤는데 .. 난 엄청 울었는데.. 일단 충분히 일어날 수 있는 상황이 공감.. 그리고 자녀가 있는 분들이보면 .. 스토리가 아무리 뻔해도 슬픕니다. ,6
이터널스,굳이 땡기지않았는데 마동석나온다고해서 봤는데 ㅋㅋ 재미없었음 솔직히 ,4
싱크홀,그냥 재미 하나만 포커스 낮추고 쭉 갔다면..어설픈 킬링타임용 영화 ,6
장르만 로맨스,믿고 보는 류승룡 + 자연스러운 연기의 대가 김희원 + 무진성의 완벽한 갬성.... 게다가 재미있기까지해 ㅠㅠㅠ 말모말모 ,10
듄,좋아요죠와요 진짜 재밋어요 ,10
싱크홀,넷플릭스에서 재밌게 봤어요 ....!!무엇보다 차승원씨 아들 디따 잘생김 ....예측가능한 영화!! ,6
이터널스,이것 저것 재미있는 요소는 굉장히 많다. 신화적 존재들이 사실 이터널스들이었다는 설정도 상당히 재미있었다. 하지만 어김없이 PC요소가 감상을 망쳤다. 마지막 이카리스의 변심도 납득이 잘 되지 않았다.태양으로 날아간 것은 신화와 끼워맞추기 위한 것인지 너무 작위적. ,4
장르만 로맨스,몇몇 요소는 불편할수도 있지만 정말 괜찮게 보았습니다 ㅎㅎ(무진성 배우의 차기작이 기대되네요!!!) ,7
타이타닉,어렷을때봤던 감동과  30살에 느끼는 감동이 너무다르고 가슴벅차다..최고의영화 ,10
디어 에반 핸슨,실패한 선택. 내용에 개연성이 떨어지고 쓸데없는 설정들이 많고 노래도 그저그렇고. 하지만 조규현 닮은 주연배우는 노래를 정말 잘한다 ,1
싱크홀, 이게 뭐야~~정말 최악 입니다. ,2
샹치와 텐 링즈의 전설,마블 영화가 아니랓그래픽 좋은 중국영화 마블 아이언맨이나 토르같은 영화 생각하면 안됨걍 중국영화임 ,1
13 구역,2번째 봅니다. 파쿠르 액션 정말 멋지네요. 스토리가 약간 빈약한데 리얼액션이 모두 커버합니다! 대박이네요 ,10
야구소녀,때때로 가슴 졸이게하고 눈시울을 뜨겁게 달아올리게 하면서 현실성의 테두리안에 오바하지않는 영화.. ,8
듄,지루하고 별로 였습니다. ,5
샹치와 텐 링즈의 전설,태극권같은데 춤추는줄알았다 역시 중국체조인가 중궈뽕 심하게 맞은 영화..//.. ,4
이터널스,댓글보고 기대안하고 봤는데 생각보다 재밌어요 영상미도 좋고 가볍게 보기 좋습니다 ,10
이터널스,연기력으로는 전혀 나무랄것없다.엔드게임의 파급력이 너무강해서 잔잔한느낌이드는 영화 엔드게임이 바닷가의 파도라면 이터널스는 잔잔한 호수에 물고기가 튀어오르는걸 구경하는 느낌 확실히 대중들의 안목도 높아진건 사실이긴하나 마블영화중 최악의 영화가 될것같다 2편을 암시하는 쿠키영상이있었는데 글쎄?나는 굳이 영화관에서 보고싶지는 않을듯 전체적인 영화의 흐름이 답답하다 각각의 배우들의 연기에는 흠이없다 개인적으로는 마블 영화중 망작이라고해도 과언이 아니라는 생각이드는 영화 그냥 재미있지도 없지도않은 소금간치기전의 곰국이랄까 싱겁다 국물은 찐하게 우러나서 담백한데 싱겁다 먹을만한데 맛있다는 느낌은 안든다-마동석은 여전히 마블리하다ㅋㅋㅋ 시그니처 죽빵치기와 싸다구는 헐리웃에서   도 통한다ㅋㅋㅋ ,5
꽃다발 같은 사랑을 했다,"굉장히 몰입하며 재밋게봤습니다.잘만든 스토리에 나의모습을 투영하며, 반성도하고, 공감도 하게되었습니다.간만에 잘만든영화를 봤습니다 ",10
샹치와 텐 링즈의 전설,내 인생 최고의 마블 영화였음 볼때마다 매끄러운 전개며 착착 감기는 ost며 집중되는 연기력에 놀라움. 벌써 세번 봄.  앞으로 디즈니 플러스로 계속 볼 예정. ,10
원티드,이게 2008년 영화라니.... 지금 개봉해도 전혀 꿀리지않음 ,10
듄,영상미 굿 ,9
구독좋아요알림설정,볼만하지만 더 잘 만들 수 있었던 영화 ,6
디어 에반 핸슨,연기를 진짜 잘함... 몰입감 높은데 스토리는 개연성이 조금 아쉽고 ost 너무 맘에들어요!! ,6
듄,<10분정도 스토리를 2시간 30분으로 하는 악마의 기술.> <찌질이들의 궁핍한 이야기.><음악은 1개로 돌리고 돌리고> ,2
미스트,"오늘 넷플릭스 지옥을 보면서, 영화 미스트가 떠올랐습니다.미지의 공포에 직면한 인간들이, 행동하는 개인적,집단적 모습이 정말 닳은듯.... ",8
악마를 보았다,진짜 악마는 있는거같다 ,10
그것만이 내 세상,너무 감동적이에요... ,10
듄,몰입도 최고 빨리 다음편보고싶다 ,10
싱크홀,와.... 제가 본 우리나라 영화중 최악의 졸작. 킹링타임용으로도 보지 마세요. 시간 아까움. 평점 1점 준적도 처음이네. 아니... 그리고 추천포인트 눌러야만 등록 가능하네? 연기가 좋았던 건 아니지만 다른 걸 도저히 누를 수가 없어서 연기 추천 누름. 하ㅜㅜ ,1
이웃사촌,빨갱이 미화 영화 감성만 팔고 현실은 없음 ,2
빠삐용,원작을 괜히봤네... ,2
나만 보이니,호러 좋아하는데 무서운거 못보는 난 재밌게 봄단지 사연있는 귀신의 스토리가 조금 더 반전처럼 그때 걔? 이런게 아니고 아~ 그렇구나 이거라서 후반 긴장감이 풀리는듯 ,7
장르만 로맨스,"다들 연기도 좋고 가볍게 웃으면서 보기 좋았어요! 재밌는데 평이 왜케 안좋은지,,? 유진배우 진짜 눈호강,, ",10
이웃사촌,평점 알바들인가 싶을 정도인데.. 평점 8점이상이라니... 억지 감동과 억지 스토리에 실화가 바탕이라는데 이런 종류의 정치풍자 영화중에서 가장 울림이 1도 없는 영화였어요. ,2
장르만 로맨스,내용은 좋았으나 표현방식이 사람에따라역겨울수도 있음.나는 역겨웠음. ,6
디어 에반 핸슨,너무 .. 좋아요 .. 인생영화 안에 들었어요 끝나고 노래 나오는데 영화관 나오기 싫었음 ㅠ ,10
싱크홀,기대 안했는데 쫄깃한 긴장도 있고 현웃 포인트도 있고 괜춘이요!! ,8
장르만 로맨스,배우들의 훌륭한 연기! 캐릭터들의 캐미! 재밌는 영화~~ ,8
디어 에반 핸슨,"왜이렇게 저 평가 되는거죠..? 너무 감동이였고, 마음이 뭉클해지는 정말 좋은 영화였네요..진짜 후기보고 안보실까봐 일부러 남겨요! 꼭 보세요 전 책까지 질렀습니다 ",10
간츠,만화 원작을 50%만 따라해서 이 정도로 재미없지 않을 것 같다.지루하고 스토리도 왜 이리 억지스럽고 초딩스럽지. 19금 만화가 초딩만화로 변질된 느낌이다.그냥 간츠 O 처럼 만들었어야했다. ,4
